ParticipantNo,D_t,W_t,R_t,Repetition,Trial,PressedTime,Hit
4,0.4,0.2,0.05,13,101,0.4313896,1
4,0.5,0.1,0.05,13,102,0.4735407,1
4,0.5,0.2,0.05,6,103,0.3759508,0
4,0.5,0.1,0.05,18,104,0.5015057,1
4,0.5,0.1,0.05,1,105,0.4457355,0
4,0.6,0.1,0.05,15,106,0.6683279,0
4,0.5,0.2,0.05,4,107,0.5012152,1
4,0.5,0.1,0.05,14,108,0.613048,0
4,0.6,0.1,0.05,13,109,0.5151564,0
4,0.5,0.1,0.05,19,110,0.5428063,1
4,0.6,0.1,0.05,16,111,0.5288033,0
4,0.6,0.1,0.05,0,112,0.5424525,0
4,0.5,0.1,0.05,4,113,0.5707368,0
4,0.5,0.1,0.05,8,114,0.6262797,0
4,0.6,0.2,0.05,17,115,0.5849395,1
4,0.4,0.1,0.05,3,116,0.4455592,1
4,0.6,0.2,0.05,3,117,0.5292072,0
4,0.4,0.1,0.05,15,118,0.4736297,0
4,0.5,0.1,0.05,12,119,0.3895366,0
4,0.5,0.2,0.05,2,120,0.5565658,1
4,0.4,0.1,0.1,14,121,0.4590211,0
4,0.4,0.1,0.1,15,122,0.4178154,0
4,0.6,0.2,0.1,18,123,0.4732643,0
4,0.6,0.1,0.1,4,124,0.5150144,1
4,0.4,0.2,0.1,8,125,0.403889,1
4,0.5,0.1,0.1,10,126,0.4309439,1
4,0.6,0.2,0.1,7,127,0.6545281,1
4,0.6,0.1,0.1,1,128,0.5988176,1
4,0.5,0.1,0.1,9,129,0.4314585,1
4,0.6,0.1,0.1,9,130,0.3900563,0
4,0.5,0.2,0.1,4,131,0.5152897,1
4,0.4,0.2,0.1,14,132,0.4592696,1
4,0.4,0.2,0.1,18,133,0.4039491,1
4,0.6,0.2,0.1,17,134,0.3758638,0
4,0.4,0.2,0.1,16,135,0.4177681,1
4,0.4,0.2,0.1,13,136,0.3757564,1
4,0.5,0.1,0.1,8,137,0.4177703,1
4,0.5,0.1,0.1,16,138,0.4454862,1
4,0.5,0.1,0.1,19,139,0.4178493,1
4,0.4,0.1,0.1,9,140,0.4730831,0
4,0.5,0.1,0.1,11,141,0.4591153,1
4,0.4,0.2,0.1,5,142,0.3902971,1
4,0.6,0.1,0.1,3,143,0.5573406,1
4,0.6,0.2,0.1,15,144,0.5013869,1
4,0.6,0.2,0.1,1,145,0.5984752,1
4,0.5,0.2,0.1,11,146,0.4729838,1
4,0.4,0.2,0.1,10,147,0.4175833,1
4,0.5,0.1,0.1,5,148,0.4314272,1
4,0.4,0.1,0.1,12,149,0.3896714,1
4,0.5,0.1,0.1,7,150,0.3198891,0
4,0.4,0.1,0.1,11,151,0.3339429,1
4,0.6,0.1,0.1,5,152,0.3620923,0
4,0.5,0.2,0.1,1,153,0.5153432,1
4,0.4,0.2,0.1,0,154,0.445879,1
4,0.6,0.1,0.1,0,155,0.4735149,0
4,0.4,0.2,0.1,9,156,0.3479812,1
4,0.5,0.2,0.1,2,157,0.4315346,1
4,0.5,0.2,0.1,9,158,0.4454453,1
4,0.4,0.2,0.1,3,159,0.3757424,1
4,0.4,0.1,0.1,10,160,0.3616408,1
4,0.6,0.2,0.1,16,161,0.3615316,0
4,0.6,0.1,0.1,12,162,0.4732365,0
4,0.4,0.1,0.1,17,163,0.5009226,0
4,0.5,0.1,0.1,3,164,0.2917866,0
4,0.4,0.2,0.1,4,165,0.4591857,1
4,0.6,0.1,0.1,11,166,0.5286108,1
4,0.4,0.1,0.1,8,167,0.361964,1
4,0.4,0.1,0.1,16,168,0.3619793,1
4,0.5,0.2,0.1,6,169,0.3617696,0
4,0.4,0.1,0.1,18,170,0.3341267,1
4,0.4,0.2,0.1,7,171,0.3618029,1
4,0.6,0.1,0.1,6,172,0.4028659,0
4,0.4,0.2,0.1,11,173,0.3904948,1
4,0.5,0.2,0.1,19,174,0.5153723,1
4,0.6,0.2,0.1,19,175,0.5982813,1
4,0.5,0.1,0.1,14,176,0.445275,1
4,0.5,0.2,0.1,16,177,0.459463,1
4,0.5,0.2,0.1,12,178,0.4453827,1
4,0.4,0.2,0.1,6,179,0.3755211,1
4,0.5,0.2,0.1,10,180,0.3621924,0
4,0.6,0.2,0.1,10,181,0.5291814,1
4,0.4,0.1,0.1,7,182,0.4176427,0
4,0.6,0.1,0.1,16,183,0.5153242,1
4,0.5,0.1,0.1,13,184,0.4594998,1
4,0.6,0.2,0.1,3,185,0.612617,1
4,0.6,0.2,0.1,11,186,0.5711285,1
4,0.5,0.2,0.1,5,187,0.4596373,1
4,0.4,0.1,0.1,5,188,0.4177322,0
4,0.6,0.2,0.1,5,189,0.5570092,1
4,0.5,0.2,0.1,18,190,0.3898788,0
4,0.5,0.2,0.1,3,191,0.4594032,1
4,0.6,0.1,0.1,15,192,0.3343288,0
4,0.6,0.2,0.1,4,193,0.54312,1
4,0.5,0.1,0.1,18,194,0.5291032,0
4,0.6,0.1,0.1,7,195,0.5291813,1
4,0.6,0.1,0.1,19,196,0.5430049,1
4,0.6,0.1,0.1,14,197,0.3761911,0
4,0.6,0.1,0.1,8,198,0.5427564,1
4,0.6,0.2,0.1,13,199,0.5984087,1
4,0.5,0.1,0.1,1,200,0.4315096,1
4,0.5,0.2,0.1,7,201,0.5013388,1
4,0.6,0.2,0.1,0,202,0.5849229,1
4,0.6,0.1,0.1,18,203,0.4597418,0
4,0.5,0.1,0.1,15,204,0.4727527,1
4,0.6,0.2,0.1,12,205,0.5009959,1
4,0.4,0.2,0.1,1,206,0.4456723,1
4,0.5,0.1,0.1,0,207,0.3338322,0
4,0.4,0.1,0.1,19,208,0.319903,1
4,0.6,0.1,0.1,13,209,0.3478171,0
4,0.5,0.2,0.1,14,210,0.4315102,1
4,0.6,0.2,0.1,2,211,0.5294479,1
4,0.4,0.2,0.1,2,212,0.5294564,0
4,0.6,0.1,0.1,2,213,0.4872304,0
4,0.6,0.2,0.1,14,214,0.5983694,1
4,0.4,0.1,0.1,4,215,0.4734436,0
4,0.5,0.1,0.1,4,216,0.3616806,0
4,0.4,0.1,0.1,13,217,0.4314523,0
4,0.5,0.1,0.1,6,218,0.3346219,0
4,0.5,0.2,0.1,15,219,0.5431209,1
4,0.4,0.1,0.1,3,220,0.3757603,1
4,0.4,0.1,0.1,0,221,0.3904502,1
4,0.4,0.1,0.1,1,222,0.3346768,1
4,0.6,0.2,0.1,9,223,0.3343289,0
4,0.5,0.1,0.1,17,224,0.4319586,1
4,0.6,0.2,0.1,6,225,0.5147869,1
4,0.6,0.1,0.1,17,226,0.5985627,1
4,0.4,0.1,0.1,2,227,0.3896362,1
4,0.4,0.1,0.1,6,228,0.5012301,0
4,0.6,0.2,0.1,8,229,0.4878508,0
4,0.4,0.2,0.1,15,230,0.4593791,1
4,0.6,0.1,0.1,10,231,0.5985132,1
4,0.5,0.1,0.1,12,232,0.4595471,1
4,0.4,0.2,0.1,12,233,0.4732025,1
4,0.4,0.2,0.1,19,234,0.3341895,1
4,0.5,0.2,0.1,0,235,0.5296122,1
4,0.5,0.2,0.1,13,236,0.4872036,1
4,0.5,0.2,0.1,8,237,0.500756,1
4,0.5,0.1,0.1,2,238,0.3481284,0
4,0.4,0.2,0.1,17,239,0.4455025,1
4,0.5,0.2,0.1,17,240,0.3899909,0
4,0.6,0.1,0.15,18,241,0.4875122,1
4,0.5,0.1,0.15,14,242,0.4452794,1
4,0.5,0.1,0.15,0,243,0.3618551,1
4,0.6,0.2,0.15,8,244,0.5291302,1
4,0.5,0.1,0.15,4,245,0.459212,0
4,0.4,0.2,0.15,2,246,0.418052,1
4,0.5,0.1,0.15,19,247,0.3344076,0
4,0.5,0.2,0.15,9,248,0.3344612,0
4,0.6,0.2,0.15,9,249,0.5848597,1
4,0.4,0.2,0.15,0,250,0.4729087,0
4,0.4,0.2,0.15,8,251,0.3757243,1
4,0.4,0.1,0.15,14,252,0.4033674,0
4,0.4,0.1,0.15,11,253,0.3481901,1
4,0.5,0.1,0.15,12,254,0.3620839,1
4,0.4,0.2,0.15,12,255,0.3898467,1
4,0.5,0.2,0.15,18,256,0.5149363,1
4,0.4,0.2,0.15,7,257,0.4734958,0
4,0.4,0.2,0.15,14,258,0.3621785,1
4,0.4,0.1,0.15,15,259,0.4316092,0
4,0.5,0.2,0.15,16,260,0.3204353,0
4,0.5,0.1,0.15,5,261,0.3484327,0
4,0.4,0.1,0.15,1,262,0.3900469,0
4,0.4,0.1,0.15,12,263,0.3763278,0
4,0.5,0.1,0.15,2,264,0.3068895,0
4,0.4,0.2,0.15,17,265,0.4731379,0
4,0.5,0.1,0.15,11,266,0.4177432,1
4,0.4,0.2,0.15,4,267,0.389704,1
4,0.6,0.1,0.15,7,268,0.4454434,0
4,0.6,0.2,0.15,5,269,0.626497,1
4,0.6,0.2,0.15,19,270,0.4733974,1
4,0.6,0.1,0.15,16,271,0.556883,0
4,0.4,0.1,0.15,3,272,0.445719,0
4,0.6,0.2,0.15,0,273,0.4734335,1
4,0.5,0.1,0.15,18,274,0.4177891,1
4,0.6,0.2,0.15,10,275,0.5426881,1
4,0.5,0.1,0.15,1,276,0.4317271,1
4,0.4,0.2,0.15,5,277,0.4177552,1
4,0.6,0.1,0.15,6,278,0.5428734,1
4,0.5,0.2,0.15,4,279,0.3760797,1
4,0.4,0.2,0.15,13,280,0.4314867,1
4,0.4,0.1,0.15,9,281,0.3483452,1
4,0.6,0.2,0.15,16,282,0.6961101,0
4,0.4,0.1,0.15,2,283,0.3896653,0
4,0.4,0.1,0.15,18,284,0.3480802,1
4,0.6,0.2,0.15,2,285,0.3615688,0
4,0.6,0.1,0.15,13,286,0.5707158,0
4,0.6,0.2,0.15,18,287,0.5293363,1
4,0.5,0.2,0.15,5,288,0.3621837,1
4,0.6,0.2,0.15,17,289,0.5011536,1
4,0.4,0.2,0.15,18,290,0.3896616,1
4,0.4,0.1,0.15,17,291,0.3342609,1
4,0.6,0.2,0.15,11,292,0.5288895,1
4,0.6,0.1,0.15,14,293,0.4870287,1
4,0.4,0.1,0.15,16,294,0.3621128,0
4,0.5,0.1,0.15,15,295,0.3759143,1
4,0.5,0.2,0.15,1,296,0.3482419,0
4,0.5,0.2,0.15,19,297,0.3477947,0
4,0.5,0.2,0.15,6,298,0.3760431,1
4,0.6,0.2,0.15,6,299,0.6681539,0
4,0.5,0.1,0.15,13,300,0.4176973,1
4,0.5,0.1,0.15,17,301,0.445771,1
4,0.5,0.2,0.15,11,302,0.3480084,0
4,0.5,0.1,0.15,9,303,0.4594678,0
4,0.6,0.1,0.15,5,304,0.4731986,1
4,0.5,0.2,0.15,7,305,0.4874006,1
4,0.6,0.1,0.15,2,306,0.5011081,1
4,0.5,0.1,0.15,16,307,0.4456519,1
4,0.6,0.2,0.15,14,308,0.6682248,0
4,0.5,0.2,0.15,3,309,0.4314174,1
4,0.6,0.2,0.15,1,310,0.5291613,1
4,0.5,0.2,0.15,14,311,0.5148743,1
4,0.6,0.1,0.15,8,312,0.640453,0
4,0.6,0.1,0.15,10,313,0.3898997,0
4,0.6,0.2,0.15,15,314,0.5568315,1
4,0.4,0.1,0.15,13,315,0.4455608,0
4,0.4,0.1,0.15,4,316,0.3337879,1
4,0.5,0.1,0.15,10,317,0.2926994,0
4,0.4,0.2,0.15,11,318,0.3202568,1
4,0.6,0.1,0.15,3,319,0.3340252,0
4,0.5,0.1,0.15,8,320,0.4732421,0
4,0.6,0.2,0.15,3,321,0.3481176,0
4,0.5,0.2,0.15,10,322,0.4735285,1
4,0.4,0.2,0.15,3,323,0.4311928,1
4,0.6,0.1,0.15,11,324,0.4453743,0
4,0.6,0.1,0.15,12,325,0.5009218,1
4,0.4,0.2,0.15,1,326,0.4316888,1
4,0.6,0.2,0.15,12,327,0.5429763,1
4,0.6,0.1,0.15,17,328,0.5155076,1
4,0.5,0.2,0.15,17,329,0.4873756,1
4,0.5,0.2,0.15,0,330,0.4312526,1
4,0.4,0.1,0.15,7,331,0.4316975,0
4,0.6,0.1,0.15,0,332,0.3622529,0
4,0.4,0.2,0.15,10,333,0.3618848,1
4,0.4,0.1,0.15,10,334,0.3200607,1
4,0.5,0.1,0.15,3,335,0.3202302,0
4,0.4,0.2,0.15,19,336,0.3899295,1
4,0.5,0.2,0.15,12,337,0.3620125,1
4,0.5,0.2,0.15,8,338,0.4456017,1
4,0.6,0.1,0.15,1,339,0.3758441,0
4,0.6,0.1,0.15,9,340,0.4314964,0
4,0.6,0.1,0.15,4,341,0.5709895,0
4,0.4,0.1,0.15,19,342,0.3483315,1
4,0.4,0.2,0.15,16,343,0.3345924,1
4,0.4,0.1,0.15,6,344,0.3480696,1
4,0.5,0.2,0.15,15,345,0.3476097,0
4,0.5,0.2,0.15,13,346,0.3201097,0
4,0.4,0.2,0.15,15,347,0.4733565,0
4,0.4,0.2,0.15,9,348,0.41733,1
4,0.4,0.1,0.15,8,349,0.3203024,1
4,0.5,0.1,0.15,7,350,0.3201408,0
4,0.4,0.2,0.15,6,351,0.3065753,1
4,0.6,0.2,0.15,13,352,0.3618327,0
4,0.6,0.1,0.15,15,353,0.50115,1
4,0.6,0.2,0.15,4,354,0.55699,1
4,0.4,0.1,0.15,0,355,0.4178744,0
4,0.5,0.1,0.15,6,356,0.4734343,0
4,0.6,0.2,0.15,7,357,0.6683927,0
4,0.5,0.2,0.15,2,358,0.4452347,1
4,0.4,0.1,0.15,5,359,0.4039506,0
4,0.6,0.1,0.15,19,360,0.5711785,0
4,0.4,0.1,0.2,16,361,0.2783917,1
4,0.5,0.1,0.2,11,362,0.2506848,0
4,0.4,0.2,0.2,19,363,0.2777125,1
4,0.6,0.1,0.2,8,364,0.3202769,0
4,0.4,0.1,0.2,5,365,0.3342573,0
4,0.4,0.2,0.2,8,366,0.2780139,1
4,0.5,0.2,0.2,19,367,0.3343537,1
4,0.5,0.2,0.2,4,368,0.3618982,1
4,0.6,0.2,0.2,5,369,0.6403803,0
4,0.4,0.2,0.2,6,370,0.3481775,1
4,0.5,0.2,0.2,0,371,0.4313926,1
4,0.5,0.1,0.2,13,372,0.3060305,1
4,0.4,0.1,0.2,17,373,0.3343059,0
4,0.6,0.2,0.2,1,374,0.2372191,0
4,0.5,0.1,0.2,0,375,0.3898618,1
4,0.5,0.1,0.2,17,376,0.7936768,0
4,0.4,0.2,0.2,15,377,0.3756833,1
4,0.4,0.1,0.2,11,378,0.3484241,0
4,0.5,0.1,0.2,1,379,0.3339159,1
4,0.5,0.2,0.2,16,380,0.3342088,1
4,0.6,0.2,0.2,16,381,0.3200707,0
4,0.4,0.1,0.2,6,382,0.3752252,0
4,0.6,0.1,0.2,10,383,0.3064744,0
4,0.6,0.1,0.2,5,384,0.3620215,0
4,0.6,0.1,0.2,12,385,0.59872,0
4,0.5,0.2,0.2,14,386,0.3062616,1
4,0.5,0.1,0.2,14,387,0.4173401,0
4,0.5,0.2,0.2,15,388,0.3479433,1
4,0.4,0.1,0.2,12,389,0.3478203,0
4,0.4,0.1,0.2,2,390,0.3063564,0
4,0.4,0.2,0.2,3,391,0.3340657,1
4,0.6,0.2,0.2,19,392,0.30655,0
4,0.6,0.1,0.2,9,393,0.4456333,1
4,0.4,0.2,0.2,14,394,0.3620868,1
4,0.4,0.1,0.2,13,395,0.3201768,0
4,0.5,0.2,0.2,12,396,0.3063422,1
4,0.6,0.2,0.2,17,397,0.3899387,0
4,0.5,0.2,0.2,9,398,0.3620192,1
4,0.4,0.1,0.2,14,399,0.3340553,0
4,0.6,0.1,0.2,11,400,0.3617538,0
4,0.5,0.1,0.2,18,401,0.3339467,1
4,0.5,0.2,0.2,18,402,0.347812,1
4,0.4,0.1,0.2,0,403,0.3477404,0
4,0.5,0.1,0.2,10,404,0.3066012,1
4,0.6,0.1,0.2,7,405,0.3756601,0
4,0.4,0.1,0.2,19,406,0.3343693,0
4,0.6,0.2,0.2,10,407,0.2785275,0
4,0.4,0.2,0.2,18,408,0.5008497,0
4,0.5,0.1,0.2,16,409,0.3061812,1
4,0.6,0.2,0.2,18,410,0.3201913,0
4,0.4,0.2,0.2,0,411,0.8633528,0
4,0.5,0.1,0.2,15,412,0.3060893,1
4,0.4,0.1,0.2,18,413,0.3479848,0
4,0.5,0.1,0.2,8,414,0.333802,1
4,0.5,0.1,0.2,9,415,0.3482001,1
4,0.5,0.1,0.2,19,416,0.4453484,0
4,0.6,0.1,0.2,6,417,0.5428492,0
4,0.6,0.1,0.2,18,418,0.4316682,1
4,0.6,0.2,0.2,15,419,0.5151296,1
4,0.4,0.2,0.2,16,420,0.4316793,0
4,0.4,0.1,0.2,9,421,0.3758563,0
4,0.4,0.1,0.2,10,422,0.3196075,0
4,0.4,0.1,0.2,4,423,0.4456572,0
4,0.5,0.1,0.2,6,424,0.3201495,1
4,0.4,0.2,0.2,13,425,0.3620209,1
4,0.5,0.1,0.2,7,426,0.3344955,1
4,0.4,0.1,0.2,3,427,0.3066093,0
4,0.5,0.2,0.2,8,428,0.3762221,1
4,0.5,0.2,0.2,1,429,0.4316072,1
4,0.6,0.1,0.2,2,430,0.4035999,1
4,0.6,0.2,0.2,8,431,0.348248,0
4,0.6,0.1,0.2,14,432,0.3481143,0
4,0.4,0.2,0.2,4,433,0.3479415,1
4,0.6,0.1,0.2,17,434,0.390072,0
4,0.6,0.1,0.2,0,435,0.3623828,0
4,0.4,0.2,0.2,11,436,0.4316427,0
4,0.5,0.2,0.2,13,437,0.3347402,1
4,0.6,0.2,0.2,11,438,0.4178042,1
4,0.6,0.2,0.2,4,439,0.445411,1
4,0.5,0.2,0.2,6,440,0.4173626,1
4,0.5,0.2,0.2,2,441,0.4314006,1
4,0.4,0.1,0.2,15,442,0.3759037,0
4,0.4,0.1,0.2,7,443,0.3198969,0
4,0.5,0.1,0.2,2,444,0.278257,0
4,0.6,0.2,0.2,7,445,0.3620009,0
4,0.6,0.2,0.2,9,446,0.4176539,1
4,0.5,0.1,0.2,5,447,0.4732599,0
4,0.5,0.2,0.2,10,448,0.3198911,1
4,0.4,0.2,0.2,7,449,0.3758574,1
4,0.6,0.2,0.2,0,450,0.3203248,0
4,0.5,0.2,0.2,11,451,0.4593787,1
4,0.5,0.1,0.2,4,452,0.3342269,1
4,0.4,0.1,0.2,8,453,0.4180285,0
4,0.6,0.2,0.2,13,454,0.3480516,0
4,0.5,0.2,0.2,3,455,0.2921347,0
4,0.5,0.1,0.2,12,456,0.3756886,1
4,0.4,0.2,0.2,9,457,0.348351,1
4,0.6,0.1,0.2,15,458,0.3203091,0
4,0.4,0.2,0.2,10,459,0.3616455,1
4,0.4,0.2,0.2,12,460,0.3202322,1
4,0.4,0.2,0.2,5,461,0.3619051,1
4,0.6,0.1,0.2,1,462,0.3344199,0
4,0.6,0.2,0.2,6,463,0.5015314,1
4,0.6,0.2,0.2,12,464,0.5848419,1
4,0.6,0.2,0.2,14,465,0.3896123,0
4,0.4,0.2,0.2,1,466,0.3895773,1
4,0.6,0.2,0.2,2,467,0.3758801,0
4,0.6,0.1,0.2,13,468,0.3758464,0
4,0.5,0.2,0.2,17,469,0.5011517,0
4,0.4,0.2,0.2,2,470,0.3759582,1
4,0.6,0.2,0.2,3,471,0.3478964,0
4,0.5,0.2,0.2,5,472,0.431718,1
4,0.4,0.1,0.2,1,473,0.3341181,0
4,0.5,0.2,0.2,7,474,0.4730901,1
4,0.4,0.2,0.2,17,475,0.487258,0
4,0.6,0.1,0.2,16,476,0.3202712,0
4,0.6,0.1,0.2,4,477,0.4598248,1
4,0.5,0.1,0.2,3,478,0.4317149,0
4,0.6,0.1,0.2,3,479,0.459488,1
4,0.6,0.1,0.2,19,480,0.417456,1
5,0.5,0.2,0.1,8,1,0.2641456,0
5,0.4,0.1,0.1,12,2,0.4873676,0
5,0.4,0.2,0.1,7,3,0.3901539,1
5,0.5,0.2,0.1,10,4,0.4035664,1
5,0.6,0.1,0.1,16,5,0.5846357,1
5,0.5,0.1,0.1,11,6,0.459693,1
5,0.5,0.2,0.1,1,7,0.5148344,1
5,0.5,0.1,0.1,10,8,0.4036439,1
5,0.4,0.1,0.1,0,9,0.4314909,0
5,0.6,0.2,0.1,17,10,0.5292163,1
5,0.5,0.2,0.1,7,11,0.4873174,1
5,0.6,0.2,0.1,13,12,0.3899703,0
5,0.4,0.2,0.1,5,13,0.5706056,0
5,0.4,0.2,0.1,2,14,0.348668,1
5,0.5,0.2,0.1,2,15,0.417479,1
5,0.5,0.2,0.1,16,16,0.501059,1
5,0.5,0.2,0.1,9,17,0.4177403,1
5,0.6,0.1,0.1,4,18,0.431466,0
5,0.5,0.2,0.1,18,19,0.6128116,0
5,0.4,0.1,0.1,5,20,0.362096,1
5,0.6,0.2,0.1,2,21,0.4174245,0
5,0.5,0.2,0.1,11,22,0.5707146,1
5,0.5,0.1,0.1,9,23,0.4177367,1
5,0.4,0.2,0.1,13,24,0.4596918,1
5,0.4,0.1,0.1,8,25,0.4314749,0
5,0.6,0.1,0.1,1,26,0.4044048,0
5,0.6,0.1,0.1,18,27,0.556429,1
5,0.4,0.1,0.1,1,28,0.4033611,0
5,0.4,0.1,0.1,16,29,0.3759748,1
5,0.4,0.2,0.1,19,30,0.4039508,1
5,0.6,0.1,0.1,0,31,0.3897791,0
5,0.6,0.2,0.1,19,32,0.5573562,1
5,0.6,0.1,0.1,14,33,0.6266929,0
5,0.5,0.2,0.1,15,34,0.4173713,1
5,0.6,0.2,0.1,1,35,0.5150457,1
5,0.4,0.2,0.1,12,36,0.5152844,0
5,0.4,0.2,0.1,15,37,0.3760229,1
5,0.5,0.1,0.1,5,38,0.4179057,1
5,0.4,0.1,0.1,6,39,0.4454409,0
5,0.4,0.2,0.1,0,40,0.4042622,1
5,0.6,0.2,0.1,8,41,0.5011837,1
5,0.5,0.1,0.1,0,42,0.5290447,0
5,0.4,0.1,0.1,7,43,0.3899228,1
5,0.4,0.2,0.1,3,44,0.4037664,1
5,0.4,0.2,0.1,4,45,0.4316302,1
5,0.5,0.1,0.1,19,46,0.4038632,1
5,0.5,0.1,0.1,13,47,0.4038726,1
5,0.6,0.2,0.1,9,48,0.6264583,1
5,0.5,0.2,0.1,0,49,0.5296446,1
5,0.6,0.1,0.1,3,50,0.4315522,0
5,0.6,0.1,0.1,11,51,0.5569232,1
5,0.6,0.1,0.1,12,52,0.5433506,1
5,0.5,0.1,0.1,2,53,0.4866143,1
5,0.6,0.2,0.1,5,54,0.5154401,1
5,0.5,0.1,0.1,18,55,0.501289,0
5,0.6,0.2,0.1,14,56,0.5293697,1
5,0.6,0.1,0.1,8,57,0.5430142,1
5,0.5,0.2,0.1,17,58,0.4735218,1
5,0.5,0.2,0.1,5,59,0.4315004,1
5,0.5,0.1,0.1,15,60,0.458914,1
5,0.4,0.1,0.1,18,61,0.4176714,0
5,0.4,0.2,0.1,8,62,0.3624569,1
5,0.4,0.2,0.1,10,63,0.4450093,1
5,0.4,0.1,0.1,11,64,0.431702,0
5,0.6,0.2,0.1,7,65,0.4176769,0
5,0.6,0.1,0.1,17,66,0.5152963,1
5,0.6,0.2,0.1,3,67,0.6122671,1
5,0.4,0.2,0.1,14,68,0.501083,0
5,0.4,0.1,0.1,19,69,0.348001,1
5,0.4,0.2,0.1,16,70,0.5292445,0
5,0.5,0.2,0.1,4,71,0.5293184,1
5,0.6,0.2,0.1,18,72,0.4732751,0
5,0.4,0.1,0.1,4,73,0.4732452,0
5,0.5,0.1,0.1,4,74,0.4041935,1
5,0.6,0.1,0.1,19,75,0.5151986,1
5,0.5,0.2,0.1,6,76,0.5849726,1
5,0.5,0.1,0.1,16,77,0.3896426,0
5,0.6,0.1,0.1,6,78,0.6127886,0
5,0.4,0.2,0.1,11,79,0.4318289,1
5,0.6,0.1,0.1,5,80,0.52883,1
5,0.5,0.1,0.1,7,81,0.4176714,1
5,0.6,0.1,0.1,10,82,0.5986372,1
5,0.5,0.1,0.1,3,83,0.4038222,1
5,0.4,0.1,0.1,3,84,0.4174469,0
5,0.5,0.2,0.1,13,85,0.3756786,0
5,0.4,0.2,0.1,6,86,0.4177758,1
5,0.4,0.2,0.1,9,87,0.4457878,1
5,0.6,0.2,0.1,16,88,0.5982454,1
5,0.4,0.1,0.1,13,89,0.4040899,0
5,0.6,0.2,0.1,0,90,0.4877002,0
5,0.4,0.2,0.1,17,91,0.4876485,1
5,0.5,0.2,0.1,19,92,0.487461,1
5,0.5,0.1,0.1,14,93,0.473353,1
5,0.4,0.2,0.1,1,94,0.4872018,1
5,0.6,0.2,0.1,4,95,0.5851252,1
5,0.4,0.1,0.1,2,96,0.3898538,1
5,0.6,0.1,0.1,2,97,0.4178763,0
5,0.6,0.1,0.1,7,98,0.4456192,0
5,0.6,0.1,0.1,9,99,0.5845523,1
5,0.6,0.1,0.1,15,100,0.4875757,0
5,0.6,0.2,0.1,11,101,0.7099412,0
5,0.6,0.2,0.1,15,102,0.4593979,0
5,0.5,0.1,0.1,12,103,0.4729622,1
5,0.6,0.2,0.1,6,104,0.5012937,1
5,0.4,0.1,0.1,10,105,0.4177549,0
5,0.6,0.2,0.1,12,106,0.473232,0
5,0.6,0.1,0.1,13,107,0.5986306,1
5,0.6,0.2,0.1,10,108,0.6545337,1
5,0.5,0.1,0.1,6,109,0.445842,1
5,0.5,0.2,0.1,14,110,0.4594245,1
5,0.4,0.1,0.1,14,111,0.4452584,0
5,0.5,0.2,0.1,12,112,0.3894628,0
5,0.5,0.1,0.1,1,113,0.5008442,0
5,0.5,0.2,0.1,3,114,0.4874299,1
5,0.4,0.1,0.1,17,115,0.4177209,0
5,0.5,0.1,0.1,8,116,0.5150712,0
5,0.5,0.1,0.1,17,117,0.4592588,1
5,0.4,0.2,0.1,18,118,0.3899171,1
5,0.4,0.1,0.1,9,119,0.4314323,0
5,0.4,0.1,0.1,15,120,0.3897359,1
5,0.4,0.1,0.05,19,121,0.4317033,1
5,0.4,0.2,0.05,15,122,0.3624337,1
5,0.5,0.1,0.05,3,123,0.4175596,0
5,0.4,0.2,0.05,4,124,0.4038572,1
5,0.6,0.1,0.05,8,125,0.4177378,0
5,0.4,0.1,0.05,0,126,0.4036868,1
5,0.6,0.1,0.05,19,127,0.6543928,0
5,0.5,0.2,0.05,7,128,0.4311692,0
5,0.5,0.2,0.05,18,129,0.5844876,1
5,0.6,0.2,0.05,3,130,0.5847549,1
5,0.6,0.1,0.05,11,131,0.6406099,1
5,0.4,0.1,0.05,16,132,0.4176293,1
5,0.6,0.2,0.05,17,133,0.6538917,1
5,0.4,0.2,0.05,13,134,0.4320596,1
5,0.6,0.1,0.05,4,135,0.5434014,0
5,0.4,0.1,0.05,13,136,0.4732687,0
5,0.4,0.1,0.05,12,137,0.4175847,1
5,0.6,0.2,0.05,14,138,0.6687573,1
5,0.5,0.1,0.05,9,139,0.3896668,0
5,0.5,0.1,0.05,5,140,0.5569346,0
5,0.5,0.2,0.05,19,141,0.4596183,1
5,0.6,0.1,0.05,1,142,0.6824419,0
5,0.5,0.2,0.05,4,143,0.4870717,1
5,0.5,0.1,0.05,12,144,0.5987793,0
5,0.4,0.2,0.05,1,145,0.4593551,1
5,0.4,0.1,0.05,14,146,0.3342004,0
5,0.5,0.2,0.05,17,147,0.5290303,1
5,0.5,0.1,0.05,10,148,0.5707587,0
5,0.4,0.2,0.05,2,149,0.4460479,1
5,0.6,0.2,0.05,11,150,0.6127299,1
5,0.5,0.2,0.05,5,151,0.4038273,0
5,0.6,0.1,0.05,14,152,0.5569836,1
5,0.6,0.2,0.05,12,153,0.6267664,1
5,0.4,0.1,0.05,5,154,0.4175163,1
5,0.6,0.1,0.05,7,155,0.5706667,1
5,0.4,0.1,0.05,9,156,0.4454362,1
5,0.5,0.1,0.05,7,157,0.5294686,1
5,0.4,0.1,0.05,6,158,0.4179704,1
